build_number,device_id,first_seen,hostname,kernel_version,last_seen,local_ip,os_build,os_version,platform_name,status
19045,c2dabd5b7201407494a10ae32a99e40b,2022-10-25T15:43:30Z,LAP965,10.0.19045.2251,2022-11-25T08:37:08Z,10.3.2.1,19045,Windows 10,Windows,normal
19045,ed8e644ce402491fa636e386329bccf6,2022-11-28T08:10:16Z,LAP965,10.0.19045.2364,2022-12-23T15:06:45Z,192.168.56.1,19045,Windows 10,Windows,normal
19045,e36f4f78219d4d37a474330e1311d9d9,2022-11-15T10:01:52Z,LAP966,10.0.19045.2130,2022-11-15T15:53:30Z,10.3.2.23,19045,Windows 10,Windows,normal
19045,d9b62f4799794a5792b5826cf6d82472,2022-12-09T10:32:23Z,LAP966,10.0.19045.2251,2022-12-28T12:04:14Z,10.0.0.33,19045,Windows 10,Windows,normal
19045,4e3ebc2ce45545abb0cade0b037c642e,2022-10-12T14:48:23Z,LAP966,10.0.19045.2130,2022-11-14T14:09:14Z,10.3.6.154,19045,Windows 10,Windows,normal
19045,7dce695775b04f52ab92ab65a52d9647,2022-11-08T18:01:43Z,LAP967,10.0.19045.2364,2022-12-28T11:22:29Z,10.3.6.44,19045,Windows 10,Windows,normal
19045,5f9e9d37e7c349149ee47edc4a79a40c,2022-11-08T18:01:36Z,LAP968,10.0.19045.2364,2022-12-28T11:19:48Z,192.168.0.149,19045,Windows 10,Windows,normal
19045,5b94c1a609d546aeb0576faafcf6e60e,2022-10-12T15:35:31Z,LAP969,10.0.19045.2251,2022-12-28T12:00:43Z,10.3.2.3,19045,Windows 10,Windows,normal
19045,8acb74166bca4053888ba39c2ffb4af9,2022-10-13T13:30:37Z,LAP970,10.0.19045.2364,2022-12-28T12:01:41Z,10.3.2.8,19045,Windows 10,Windows,normal
19045,e7e72170abbc4cc2a86caa51425c3f60,2022-11-09T17:46:26Z,LAP971,10.0.19045.2364,2022-12-28T10:54:10Z,10.3.2.46,19045,Windows 10,Windows,normal
19045,2a3cd3be96c64f8a94bbae8785295892,2022-06-02T11:02:04Z,LAPPRET02,10.0.19045.2251,2022-12-07T16:37:02Z,10.4.6.3,19045,Windows 10,Windows,normal
19044,460dea3184f648e997b973d2a4fa7729,2022-04-26T06:31:37Z,NLLAP0001,10.0.19044.1889,2022-12-28T12:04:11Z,10.2.162.127,19044,Windows 10,Windows,normal
19045,9520aff017e2426eacf36e50f3264098,2022-03-16T09:18:51Z,NLLAP0002,10.0.19045.2251,2022-12-21T14:11:35Z,10.8.6.17,19045,Windows 10,Windows,normal
19045,18d642d435d14449b1a6806468f9e955,2022-08-01T12:44:50Z,NLLAP0003,10.0.19045.2251,2022-12-28T11:22:02Z,192.168.68.101,19045,Windows 10,Windows,normal
19045,32a8d7d717d9495e8064db38d1ce1851,2022-08-03T07:36:13Z,NLLAP0004,10.0.19045.2251,2022-12-23T18:21:56Z,192.168.0.185,19045,Windows 10,Windows,normal
19045,f2e0a15ecec94f03914237ad39dd2daa,2022-09-01T08:03:51Z,NLLAP0005,10.0.19045.2251,2022-12-23T15:42:47Z,10.2.162.91,19045,Windows 10,Windows,normal
19044,4051ecf231f640f98b87f8341f1469ef,2022-08-25T09:03:10Z,NLLAP0006,10.0.19044.2006,2022-12-28T12:11:03Z,10.8.6.5,19044,Windows 10,Windows,normal
19043,4281c4e3661944f38b567143ae872f1b,2022-09-27T06:50:52Z,NLLAP0007,10.0.19043.928,2022-12-22T14:15:38Z,192.168.178.45,19043,Windows 10,Windows,normal
19045,23f019f15e024e2c9d4074ab6db05c69,2022-09-28T06:53:33Z,NLLAP0008,10.0.19045.2251,2022-12-28T11:06:43Z,10.8.6.8,19045,Windows 10,Windows,normal
19045,9cafc53557c64a1cbd26a3e1aa094ea4,2022-03-15T08:59:18Z,NLLAP0009,10.0.19045.2251,2022-11-30T14:44:59Z,10.8.6.35,19045,Windows 10,Windows,normal
19044,ab01b33ad78a4b84a38150327c75e38a,2022-06-13T07:01:31Z,NLLAP0010,10.0.19044.1889,2022-12-28T11:09:03Z,10.8.6.6,19044,Windows 10,Windows,normal
19045,1e29a4a4c7d84cf297d2432a71557c3e,2022-04-26T08:32:53Z,NLLAP0011,10.0.19045.2251,2022-12-23T16:17:44Z,192.168.2.11,19045,Windows 10,Windows,normal
19045,94b82e25d6774461a1e03e89adbfa29a,2022-04-22T14:18:32Z,NLLAP0012,10.0.19045.2251,2022-12-28T11:05:36Z,192.168.2.4,19045,Windows 10,Windows,normal
19045,a5c443babfe348fea24a683316a8afc4,2022-04-26T08:31:49Z,NLLAP0013,10.0.19045.2364,2022-12-28T12:09:10Z,192.168.2.1,19045,Windows 10,Windows,normal
19045,97030ec2415c4def96c032d1900ff2cb,2022-03-15T08:49:46Z,NLLAP0014,10.0.19045.2251,2022-12-28T12:02:45Z,10.8.6.9,19045,Windows 10,Windows,normal
19045,d7ca710106064bd5854d4fa57f53a823,2022-06-08T08:03:32Z,NLLAP0015,10.0.19045.2251,2022-12-28T12:11:42Z,192.168.86.27,19045,Windows 10,Windows,normal
19045,0fe82d2bab84440e92baba1253b72ae6,2022-11-21T09:21:00Z,NLLAP0016,10.0.19045.2251,2022-12-28T12:05:48Z,192.168.2.10,19045,Windows 10,Windows,normal
19045,d181f2bdab794476b079cfbec03a3a44,2022-04-26T08:33:04Z,NLLAP0017,10.0.19045.2364,2022-12-28T08:11:42Z,192.168.178.119,19045,Windows 10,Windows,normal
19044,3ba82aacb36b4e5083083e2aa86dac9c,2022-08-03T13:01:35Z,NLLAP0018,10.0.19044.2006,2022-12-27T16:05:16Z,10.8.6.49,19044,Windows 10,Windows,normal
19045,5900bd0d621f4fecbbbae127c4bc9e39,2022-02-16T11:40:36Z,NLLAP0019,10.0.19045.2251,2022-12-28T12:12:12Z,192.168.68.102,19045,Windows 10,Windows,normal
19045,1cda7169c3eb4b758846946c0f06f58d,2022-03-12T17:39:35Z,NLLAP0021,10.0.19045.2364,2022-12-28T12:05:20Z,10.2.162.126,19045,Windows 10,Windows,normal
19045,c0c3b819215d4f17a02be93c98b38f46,2022-06-13T07:01:38Z,NLLAP0022,10.0.19045.2251,2022-12-28T12:07:14Z,192.168.1.10,19045,Windows 10,Windows,normal
19045,42ad8a4503ab438793efbd8aa4cb8dd7,2022-04-26T07:32:18Z,NLLAP0023,10.0.19045.2251,2022-12-27T13:29:43Z,192.168.2.194,19045,Windows 10,Windows,normal
19045,e202435fcfca4c309cef634ddb8fc61e,2022-03-15T09:38:47Z,NLLAP0024,10.0.19045.2251,2022-12-28T12:12:11Z,192.168.2.41,19045,Windows 10,Windows,normal
19045,f80b444358da43819a072a6aaa4e4940,2022-04-26T07:32:19Z,NLLAP0025,10.0.19045.2364,2022-12-28T07:31:51Z,192.168.178.241,19045,Windows 10,Windows,normal
19045,ea91b3b3dd3f444996ea8df17e0318ef,2022-03-14T11:45:41Z,NLLAP0027,10.0.19045.2251,2022-12-23T14:34:45Z,192.168.2.8,19045,Windows 10,Windows,normal
19045,e755ba259ebb41ebbd09cbdcce78ad25,2022-04-26T07:32:24Z,NLLAP0028,10.0.19045.2251,2022-12-28T11:14:45Z,192.168.2.17,19045,Windows 10,Windows,normal
19045,00d55c1edfe74134999361a1eb1d2116,2022-04-25T15:37:47Z,NLLAP0029,10.0.19045.2364,2022-12-28T12:04:37Z,10.2.162.108,19045,Windows 10,Windows,normal
19045,fbf8a32b56894691b41d47a13ff54c0a,2022-06-08T08:03:35Z,NLLAP0030,10.0.19045.2251,2022-12-28T09:52:37Z,192.168.1.106,19045,Windows 10,Windows,normal
19045,7ef8fe67602d47769525195bcb769e65,2022-04-26T06:31:41Z,NLLAP0031,10.0.19045.2364,2022-12-28T11:39:19Z,192.168.2.5,19045,Windows 10,Windows,normal
19045,93ba14f0f8dd4d61b711c8dbd0d955c9,2022-03-22T08:29:53Z,NLLAP0032,10.0.19045.2251,2022-12-22T16:07:15Z,192.168.1.81,19045,Windows 10,Windows,normal
19045,d477d136f58443b9a7bd1c04bd0598ba,2022-10-13T11:21:43Z,NLLAP0033,10.0.19045.2364,2022-12-28T12:04:09Z,10.2.162.123,19045,Windows 10,Windows,normal
19045,06600e5ecafd40b08151ec0e332f421e,2022-06-08T08:03:33Z,NLLAP0034,10.0.19045.2364,2022-12-28T11:57:15Z,192.168.178.69,19045,Windows 10,Windows,normal
19045,e6497de34cf449cd85a48c92370cbb49,2022-04-25T15:37:55Z,NLLAP0035,10.0.19045.2251,2022-12-23T00:42:46Z,10.2.162.57,19045,Windows 10,Windows,normal
19045,59328ac3945e4d9fb15a9b4a135abf05,2022-03-28T07:31:06Z,NLLAP0036,10.0.19045.2364,2022-12-28T09:56:24Z,172.20.10.7,19045,Windows 10,Windows,normal
19045,f72f9820eb1b4e91b09081bc20a7abac,2022-04-26T11:37:20Z,NLLAP0037,10.0.19045.2364,2022-12-28T12:07:42Z,10.2.162.104,19045,Windows 10,Windows,normal
19045,419fb0f8880a4f90a2303b1ddc51e5a9,2022-03-28T07:11:37Z,NLLAP0038,10.0.19045.2251,2022-12-27T14:32:29Z,192.168.0.164,19045,Windows 10,Windows,normal
19045,77bb46f745fe4981876d64418d5fd0e6,2022-03-14T11:55:26Z,NLLAP0039,10.0.19045.2251,2022-12-27T14:36:11Z,10.2.162.112,19045,Windows 10,Windows,normal
19045,2bce4d65c2084dc98b46a4b6545a0b43,2022-04-26T07:40:17Z,NLLAP0040,10.0.19045.2364,2022-12-28T12:07:55Z,192.168.86.222,19045,Windows 10,Windows,normal
19045,1ec6e080de304d16b27d5f8c399b25c9,2022-02-15T13:55:03Z,NLLAP0041,10.0.19045.2251,2022-12-21T15:27:27Z,10.8.6.27,19045,Windows 10,Windows,normal
19045,16acd433d2094963a908bd13666c132c,2022-06-13T12:03:04Z,NLLAP0042,10.0.19045.2251,2022-12-23T20:56:52Z,192.168.2.185,19045,Windows 10,Windows,normal
19045,49b3b15c331e435d8efc96609503ece9,2022-02-16T18:58:18Z,NLLAP0044,10.0.19045.2364,2022-12-28T11:42:38Z,192.168.1.216,19045,Windows 10,Windows,normal
19045,2f24a2a0079140669617759ae0fe7406,2022-11-21T12:02:18Z,NLLAP0045,10.0.19045.2251,2022-11-22T07:07:37Z,10.8.2.4,19045,Windows 10,Windows,normal
19045,268bfd4ab1cb4d32afcd1cb1922edcf5,2022-06-02T11:02:37Z,NLLAP0046,10.0.19045.2364,2022-12-28T10:49:26Z,192.168.178.45,19045,Windows 10,Windows,normal
19043,fa3e1d111f654c4f8306587a093fdfcc,2022-04-26T08:33:29Z,NLLAP0047,10.0.19043.1645,2022-12-16T19:08:36Z,10.2.162.1,19043,Windows 10,Windows,normal
19045,ed3dad4dfe8e4581af9b55746ab6a0fb,2022-11-10T07:39:48Z,NLLAP0048,10.0.19045.2251,2022-12-22T12:07:17Z,192.168.1.7,19045,Windows 10,Windows,normal
19045,b0ddb2fc161844659a56e3991a8b406b,2022-06-08T13:49:32Z,NLLAP0049,10.0.19045.2251,2022-12-28T11:09:38Z,192.168.178.150,19045,Windows 10,Windows,normal
19045,a41b0ed9128c48beb1e5a654ed013108,2022-06-08T09:02:49Z,NLLAP0050,10.0.19045.2251,2022-12-28T11:41:13Z,192.168.2.11,19045,Windows 10,Windows,normal
19045,9ab701529fd748f1b07c0a942bcd01cb,2022-02-28T10:15:44Z,NLLAP0051,10.0.19045.2251,2022-12-28T12:05:50Z,192.168.178.185,19045,Windows 10,Windows,normal
19045,32ea5ff8f78b4ebeb4be93b2bc9c965e,2022-08-10T11:49:11Z,NLLAP0052,10.0.19045.2251,2022-12-28T12:06:19Z,192.168.68.138,19045,Windows 10,Windows,normal
19045,3311ca40301e4c49b15570485d1b896e,2022-06-07T09:30:59Z,NLLAP0053,10.0.19045.2364,2022-12-28T11:21:37Z,10.8.6.11,19045,Windows 10,Windows,normal
19045,32960057f4cf446fa6b64726a1681f8d,2022-04-26T09:32:03Z,NLLAP0055,10.0.19045.2364,2022-12-28T12:06:09Z,10.8.6.7,19045,Windows 10,Windows,normal
19045,85c5b2d624b9444ea22f5fdc49e91d31,2022-06-07T11:15:49Z,NLLAP0056,10.0.19045.2251,2022-12-23T16:26:16Z,192.168.14.11,19045,Windows 10,Windows,normal
19045,52650e9ab0914d879100dd33f4fdaf60,2022-06-13T08:03:09Z,NLLAP0057,10.0.19045.2251,2022-12-28T11:28:40Z,192.168.68.100,19045,Windows 10,Windows,normal
19045,1ee288fe551346e0b8e6da655517d771,2022-04-26T06:31:39Z,NLLAP0058,10.0.19045.2251,2022-12-28T10:59:48Z,192.168.178.220,19045,Windows 10,Windows,normal
19045,a6187db581784bed964a800a2d57d8a8,2022-05-23T06:21:22Z,NLLAP0060,10.0.19045.2251,2022-12-28T12:02:43Z,192.168.178.166,19045,Windows 10,Windows,normal
19045,a1a73e0e5c74477ebd85f9fe653b9c24,2022-05-24T05:57:46Z,NLLAP0061,10.0.19045.2251,2022-12-25T09:49:38Z,192.168.1.60,19045,Windows 10,Windows,normal
19043,bbe6b7e1d25e49509d6f2afce59116f2,2022-11-30T23:02:42Z,NLLAP0063,10.0.19043.2006,2022-12-15T09:56:56Z,10.8.6.76,19043,Windows 10,Windows,normal
19045,eb858f9ad73644588753915047ef671a,2022-05-24T10:08:37Z,NLLAP0064,10.0.19045.2364,2022-12-28T12:06:09Z,10.2.162.117,19045,Windows 10,Windows,normal
19045,0f2a01b063ff47f4a89db946a08581f6,2022-05-24T11:07:09Z,NLLAP0065,10.0.19045.2251,2022-12-20T21:42:25Z,192.168.178.119,19045,Windows 10,Windows,normal
19045,477c96d1fbf94d1a9466afeb6dd2ba51,2022-05-31T09:57:47Z,NLLAP0066,10.0.19045.2364,2022-12-28T12:10:21Z,192.168.178.220,19045,Windows 10,Windows,normal
19045,fe97079430714e548c12537daeb2b855,2022-05-09T12:16:59Z,NLLAP0068,10.0.19045.2251,2022-12-28T12:09:44Z,192.168.1.44,19045,Windows 10,Windows,normal
19045,75a4be669ad9492894f6e375db628917,2022-06-02T10:09:48Z,NLLAP0070,10.0.19045.2364,2022-12-28T12:04:41Z,192.168.68.123,19045,Windows 10,Windows,normal
19045,ee5d7fb5fec24ba18c3cdd3c026bdb6c,2022-06-02T12:42:59Z,NLLAP0071,10.0.19045.2364,2022-12-28T12:06:07Z,10.2.162.122,19045,Windows 10,Windows,normal
19045,e32591a1828c48b78e915590e176ba6b,2022-06-09T09:56:24Z,NLLAP0072,10.0.19045.2364,2022-12-28T12:06:41Z,10.2.163.158,19045,Windows 10,Windows,normal
19045,e924941f36e84af3a228313e168e1dd1,2022-06-15T08:14:51Z,NLLAP0073,10.0.19045.2251,2022-12-27T18:39:36Z,100.97.60.8,19045,Windows 10,Windows,normal
19045,6064d515e31243b1acc8078988846c93,2022-05-10T11:09:36Z,NLLAP0074,10.0.19045.2251,2022-12-23T16:21:15Z,10.2.162.58,19045,Windows 10,Windows,normal
19045,33aee3cc0d60461ebb9ae31b91cd341f,2022-07-26T06:43:57Z,NLLAP0075,10.0.19045.2364,2022-12-28T12:11:14Z,10.2.162.111,19045,Windows 10,Windows,normal
19045,1d07c7f941e14b71b6805614bfe8ee5c,2022-07-27T07:40:04Z,NLLAP0077,10.0.19045.2251,2022-12-06T12:38:50Z,192.168.68.107,19045,Windows 10,Windows,normal
19045,7b214c96a74742b1845b02a3364fc232,2022-03-28T18:02:34Z,NLLAP0081,10.0.19045.2364,2022-12-28T12:03:14Z,10.2.163.146,19045,Windows 10,Windows,normal
19043,d97ddb8781e4451cb5b753e26f5c708e,2022-03-31T19:38:44Z,NLLAP0082,10.0.19043.1645,2022-12-23T12:48:59Z,192.168.1.224,19043,Windows 10,Windows,normal
19045,aa41f68ebbc6415b9fd45571830ccead,2022-08-23T07:48:25Z,NLLAP0083,10.0.19045.2251,2022-12-23T10:40:07Z,10.2.163.114,19045,Windows 10,Windows,normal
19045,558f32941ebc4ad7afe1f00be70bdba2,2022-03-31T19:50:03Z,NLLAP0084,10.0.19045.2251,2022-12-25T15:30:26Z,192.168.3.103,19045,Windows 10,Windows,normal
19045,cf0a2d6a34da4841b51223aa99f63898,2022-04-01T06:39:26Z,NLLAP0085,10.0.19045.2251,2022-12-23T11:28:04Z,192.168.1.106,19045,Windows 10,Windows,normal
19045,c5323973d8bf40db971e21fcfd9fd326,2022-08-25T09:02:01Z,NLLAP0088,10.0.19045.2251,2022-12-28T12:01:27Z,192.168.2.11,19045,Windows 10,Windows,normal
19045,8fd0413e90f54b3fa8269fde731a5889,2022-04-01T12:17:08Z,NLLAP0089,10.0.19045.2364,2022-12-28T12:02:20Z,10.2.163.145,19045,Windows 10,Windows,normal
19044,1e0db25ff7b74f67893c5eca8e0bcda0,2022-04-01T11:51:30Z,NLLAP0090,10.0.19044.2006,2022-11-29T16:29:21Z,10.8.6.46,19044,Windows 10,Windows,normal
19045,c0745e3957084a2787123dbf4c02a60e,2022-04-01T12:17:17Z,NLLAP0091,10.0.19045.2251,2022-12-24T00:48:30Z,192.168.178.12,19045,Windows 10,Windows,normal
19045,e5e468c1e2ed4b599f26ebe9fea97ebd,2022-04-01T11:27:47Z,NLLAP0092,10.0.19045.2251,2022-12-28T12:07:46Z,10.8.6.10,19045,Windows 10,Windows,normal
19045,1f6e45f5492749aaa5d5ac039423aa27,2022-04-01T12:35:19Z,NLLAP0093,10.0.19045.2251,2022-12-28T10:58:02Z,192.168.178.40,19045,Windows 10,Windows,normal
19045,0bf1f17e1e9b42faa2f4f6e7244142b7,2022-11-23T08:24:52Z,NLLAP0094,10.0.19045.2364,2022-12-28T12:04:11Z,10.2.163.138,19045,Windows 10,Windows,normal
19045,c1ff6d0cb877472b80a0a89e0dcd5a2d,2022-12-07T08:10:31Z,NLLAP0095,10.0.19045.2251,2022-12-23T16:38:38Z,192.168.0.142,19045,Windows 10,Windows,normal
19045,28e192ea554e4a91929a4edb572ad3a3,2022-09-26T07:26:26Z,NLLAP0096,10.0.19045.2364,2022-12-23T15:32:18Z,192.168.178.88,19045,Windows 10,Windows,normal
19045,aae7b882b9aa42c8b51b78e6d3b42ed2,2022-06-15T07:00:41Z,NLLAP0097,10.0.19045.2251,2022-12-27T15:01:23Z,192.168.68.109,19045,Windows 10,Windows,normal
19045,b596d1de17764db28de2ab3d5ed19895,2022-10-04T06:43:55Z,NLLAP0098,10.0.19045.2364,2022-12-26T11:46:12Z,192.168.2.199,19045,Windows 10,Windows,normal
19044,18e06d50c65b49f899d185ad7b0461e3,2022-11-29T11:01:56Z,NLLAP0101,10.0.19044.1889,2022-11-29T11:40:41Z,10.3.2.44,19044,Windows 10,Windows,normal
19043,7918b755afc44b3f9aed3ab570aaf7ce,2022-11-29T08:16:43Z,NLLAP0101,10.0.19043.928,2022-11-29T08:24:00Z,10.3.2.44,19043,Windows 10,Windows,normal
19044,a589da6aca474f37a0d7e90453c118b6,2022-06-16T13:51:32Z,NLLAP0102,10.0.19044.1706,2022-12-28T12:08:17Z,172.26.160.1,19044,Windows 10,Windows,normal
19042,d72515b83ac94f26aa9e6f15bdee52b3,2022-06-24T13:10:14Z,NLLAP0103,10.0.19042.1766,2022-12-28T12:10:07Z,172.27.112.1,19042,Windows 10,Windows,normal
19042,69649924d9314109a599bd30bc267ec0,2022-06-28T09:02:35Z,NLLAP0104,10.0.19042.1766,2022-12-24T00:00:06Z,172.25.32.1,19042,Windows 10,Windows,normal
19042,8063bf5b11204d098f48c658875b7a80,2022-06-29T10:02:25Z,NLLAP0106,10.0.19042.1083,2022-12-14T14:54:18Z,172.30.160.1,19042,Windows 10,Windows,normal
19044,a0e13a71f49a47d1a6f8804d1d8ff7ff,2022-06-24T12:09:13Z,NLLAP0107,10.0.19044.1766,2022-12-22T20:13:08Z,172.25.160.1,19044,Windows 10,Windows,normal
19045,2c771b3eaa2d427e9dc9daa7ce2edd40,2022-07-25T09:11:32Z,NLLAP100,10.0.19045.2364,2022-12-28T11:31:41Z,10.2.161.233,19045,Windows 10,Windows,normal
15063,2bd486613c864282b174d26fc6cc1c89,2022-12-08T07:49:24Z,NLROTLAP013,10.0.15063.2106,2022-12-19T14:06:17Z,192.168.0.19,15063,Windows 10,Windows,normal
17763,00bcd224f9b6403189b6176b6c709542,2022-11-24T11:02:31Z,NLROTLAP083,10.0.17763.379,2022-11-24T13:31:53Z,10.8.8.1,17763,Windows 10,Windows,normal
15063,86483e93c9254c0ab12611fd976232ef,2022-11-08T14:56:44Z,NLROTLAP088,10.0.15063.2106,2022-11-24T15:23:15Z,10.8.8.2,15063,Windows 10,Windows,normal
19045,cae21637563a4e04b9d48202c7e18865,2022-04-25T15:37:56Z,NLROTLAP092,10.0.19045.2251,2022-12-28T12:12:44Z,10.2.162.113,19045,Windows 10,Windows,normal
17763,0e7d8623e9654b88b3ab8dd9c3a31553,2022-10-06T09:02:04Z,NLROTLAP113,10.0.17763.1935,2022-11-21T10:45:47Z,10.8.6.8,17763,Windows 10,Windows,normal
19045,bd179e920a5d4aa4ae844647d1541941,2022-06-02T09:02:10Z,NLROTLAP120,10.0.19045.2364,2022-12-28T12:12:58Z,192.168.1.103,19045,Windows 10,Windows,normal
19045,ed3caef9b6cb4b3b9d2cc33ab3e3649f,2022-03-02T12:18:39Z,NLROTLAP201,10.0.19045.2251,2022-12-21T15:54:23Z,10.8.6.52,19045,Windows 10,Windows,normal
18363,7b1a131f427e48669e8ae4989f06a5d7,2022-04-25T15:31:17Z,NLRR0150,10.0.18363.2212,2022-12-28T12:01:17Z,10.8.2.3,18363,Windows 10,Windows,normal
14393,675f29a37dea4217bb5ce659e22f3f20,2022-03-14T12:01:29Z,NLRTM0010,10.0.14393.2007,2022-12-28T12:08:40Z,10.8.50.10,14393,Windows 10,Windows,normal
18363,22ce500bc4f545c5847f0d8daabacc26,2022-03-14T11:51:20Z,NLRTM0020,10.0.18363.2274,2022-12-28T12:05:54Z,10.8.50.11,18363,Windows 10,Windows,normal
18363,11632811502c4d2fa30dd83e1a50607b,2022-04-20T16:35:57Z,NLRTM0022,10.0.18363.1440,2022-12-28T12:05:00Z,10.8.50.12,18363,Windows 10,Windows,normal
7601,8411711b039e49dd937275eb06096a78,2022-04-25T16:31:49Z,NLRTM0025,6.1.7601.23807,2022-12-28T12:05:34Z,10.8.50.13,7601,Windows 7,Windows,normal
7601,0ab271922483455283e57bf530ab01c8,2022-04-25T16:32:45Z,NLRTM0026,6.1.7601.23807,2022-12-28T12:12:05Z,10.8.50.14,7601,Windows 7,Windows,normal
14393,6abae42407374e9ea7474d890e2072c3,2022-04-25T17:32:41Z,NLRTM870999,10.0.14393.1358,2022-12-28T12:06:44Z,10.8.50.18,14393,Windows 10,Windows,normal
,e365d8e7ed2344a1ae019aadf6787cd1,2022-01-11T14:17:07Z,SRVCBVPRO-GBO01,3.10.0-1160.80.1.el7.x86_64,2022-12-28T12:05:52Z,10.2.50.72,,RHEL 7.9,Linux,normal
,62c5f491c335495b91214c8d64db832a,2022-01-11T14:18:07Z,SRVCBVPRO-GBO02,3.10.0-1160.80.1.el7.x86_64,2022-12-28T12:03:53Z,10.2.50.73,,RHEL 7.9,Linux,normal
7601,47a13fbc2a954dfab1168a8a059504fd,2022-01-12T12:11:26Z,SRVCBVPRO-JVS01,6.1.7601.24545,2022-12-28T12:10:20Z,10.2.50.30,7601,Windows Server 2008 R2,Windows,normal
17763,ee0301ff060a4063b05edeb36097de6b,2022-10-20T13:45:52Z,SRVCOLPRO-ADC01,10.0.17763.3650,2022-12-28T12:06:31Z,10.3.50.1,17763,Windows Server 2019,Windows,normal
9600,effcff6fb544453a9f0e1500dcd6aac3,2022-01-10T14:55:57Z,SRVFIC01,6.3.9600.20666,2022-12-28T12:05:42Z,10.2.50.57,9600,Windows Server 2012 R2,Windows,normal
17763,a20ebe2dc43b4b9a816b11e360a17af0,2022-01-10T15:16:07Z,SRVLYOPRO-ADC01,10.0.17763.3650,2022-12-28T12:11:21Z,16.1.15.2,17763,Windows Server 2019,Windows,normal
9600,4da5495cc8b3477b94f54c28181acba1,2022-01-10T15:50:21Z,SRVMOPDEV-DAT01,6.3.9600.20666,2022-12-28T12:06:29Z,10.2.49.112,9600,Windows Server 2012 R2,Windows,normal
9600,ac1c471b12a64ec79a0659158e2ad4bb,2022-01-10T15:10:49Z,SRVMOPDEV-NAP01,6.3.9600.20666,2022-12-28T12:04:19Z,10.2.49.110,9600,Windows Server 2012 R2,Windows,normal
9600,73e7a4b128964688a5ebbf2369069da5,2022-01-10T16:53:45Z,SRVMOPDEV-NAP02,6.3.9600.20666,2022-12-28T12:09:54Z,10.2.49.111,9600,Windows Server 2012 R2,Windows,normal
17763,c376309c013945eb8454fb70b5b1c45d,2022-01-10T16:44:07Z,SRVMOPPRO-ADC01,10.0.17763.3650,2022-12-28T12:04:58Z,10.2.50.80,17763,Windows Server 2019,Windows,normal
17763,111bd74d2ec24de3921d9455f4762f12,2022-01-10T16:56:03Z,SRVMOPPRO-ADC02,10.0.17763.3650,2022-12-28T12:07:03Z,10.2.50.28,17763,Windows Server 2019,Windows,normal
17763,80dbbf0735f24498a99a5ab213f9ca2e,2022-01-10T16:06:18Z,SRVMOPPRO-BAS01,10.0.17763.3650,2022-12-28T12:05:39Z,10.2.50.9,17763,Windows Server 2019,Windows,normal
9600,80816bcb3fe940b3b193af85c2658f9f,2022-01-10T15:29:57Z,SRVMOPPRO-BBL01,6.3.9600.20666,2022-12-28T12:12:43Z,10.2.50.212,9600,Windows Server 2012 R2,Windows,normal
,0a5c5bbebb15444695df1acf23bb386e,2022-01-11T15:36:57Z,SRVMOPPRO-BDC01,3.10.0-1160.81.1.el7.x86_64,2022-12-28T12:10:33Z,10.2.50.69,,RHEL 7.9,Linux,normal
,9bc656b43e3f492b9f5c00378e3c8281,2022-01-11T15:37:31Z,SRVMOPPRO-BDC02,3.10.0-1160.81.1.el7.x86_64,2022-12-28T12:03:42Z,10.2.50.71,,RHEL 7.9,Linux,normal
14393,1704cdc00d5e4f439816ac3930f236a7,2022-01-10T16:05:42Z,SRVMOPPRO-BWA01,10.0.14393.5501,2022-12-28T12:12:44Z,10.2.50.147,14393,Windows Server 2016,Windows,normal
17763,57df3c330a2f451d9b8fb05da2704235,2022-01-10T19:05:51Z,SRVMOPPRO-CAS02,10.0.17763.3650,2022-12-28T12:04:55Z,10.2.50.42,17763,Windows Server 2019,Windows,normal
9600,8d5ac888e6154808b5e55e12aec94448,2022-01-10T19:44:30Z,SRVMOPPRO-CTL02,6.3.9600.20666,2022-12-28T12:12:41Z,10.2.50.241,9600,Windows Server 2012 R2,Windows,normal
14393,40c1095100954167a1534d8a7f30488d,2022-01-10T19:34:59Z,SRVMOPPRO-DAT01,10.0.14393.5501,2022-12-28T12:04:37Z,10.2.50.146,14393,Windows Server 2016,Windows,normal
17763,1ab0dd8853064e9abd7f6c245d721c0e,2022-01-10T19:49:41Z,SRVMOPPRO-DAT02,10.0.17763.3650,2022-12-28T12:10:12Z,10.2.50.13,17763,Windows Server 2019,Windows,normal
17763,a6539ba8219243e4b139c931b7a96dff,2022-01-12T11:34:31Z,SRVMOPPRO-DAT03,10.0.17763.3650,2022-12-28T12:10:20Z,10.2.50.14,17763,Windows Server 2019,Windows,normal
9600,090722d43c4f4fd698bc346cb061bd60,2022-01-10T18:54:25Z,SRVMOPPRO-DAT05,6.3.9600.20666,2022-12-28T12:12:35Z,10.2.50.244,9600,Windows Server 2012 R2,Windows,normal
9600,43be9a3f242e4d2d91d11d560fb3132c,2022-01-10T18:45:44Z,SRVMOPPRO-DAT06,6.3.9600.20666,2022-12-28T12:12:55Z,1.1.1.5,9600,Windows Server 2012 R2,Windows,normal
